SOURCE CODE	SPECIATION	ISOLATE	ISOLATION SOURCE	LOCATION	SPECIFIC LOCATION	VNCO	TEIC	AMPI	DOXY	ERTH	NTRO	GENT	LNZD	LVFL	QUIN	STEP	TGC		Resistance count
FC	Enterococcus hirae	0085A	Feedlot C	Canada: Alberta	50.3494° N, 113.7750° W	S	S	S	R	I	R	S	S	S	S	S	R		3
FC	Enterococcus hirae	0090B	Feedlot C	Canada: Alberta	50.3494° N, 113.7750° W	S	S	S	R	R	I	S	S	S	I	S	S		2
FC	Enterococcus hirae	0092K	Feedlot C	Canada: Alberta	50.3494° N, 113.7750° W	S	S	S	R	R	I	S	S	S	I	S	S		2
FC	Enterococcus hirae	0095C	Feedlot C	Canada: Alberta	50.3494° N, 113.7750° W	S	S	S	R	S	I	S	I	S	I	S	S		1
FC	Enterococcus hirae	0076I	Feedlot C	Canada: Alberta	50.3494° N, 113.7750° W	S	S	S	R	R	S	S	I	S	S	S	S		2
FC	Enterococcus hirae	0076J	Feedlot C	Canada: Alberta	50.3494° N, 113.7750° W	S	S	S	R	R	S	S	S	S	S	S	S		2
FC	Enterococcus hirae	0078J	Feedlot C	Canada: Alberta	50.3494° N, 113.7750° W	S	S	S	R	R	R	S	I	I	S	S	R		4
FC	Enterococcus hirae	0078K	Feedlot C	Canada: Alberta	50.3494° N, 113.7750° W	S	S	S	R	R	S	S	I	S	S	S	S		2
FC	Enterococcus hirae	0079I	Feedlot C	Canada: Alberta	50.3494° N, 113.7750° W	S	S	S	R	R	I	S	S	S	S	S	S		2
FC	Enterococcus hirae	0081I	Feedlot C	Canada: Alberta	50.3494° N, 113.7750° W	S	S	S	R	R	I	S	S	S	S	S	R		3
FC	Enterococcus hirae	0082J	Feedlot C	Canada: Alberta	50.3494° N, 113.7750° W	S	S	S	R	R	S	S	S	S	S	S	R		3
FC	Enterococcus hirae	0083K	Feedlot C	Canada: Alberta	50.3494° N, 113.7750° W	S	S	S	R	R	R	S	S	I	R	S	S		4
FC	Enterococcus hirae	0084I	Feedlot C	Canada: Alberta	50.3494° N, 113.7750° W	S	S	S	R	R	S	S	S	S	S	S	S		2
FC	Enterococcus hirae	0087J	Feedlot C	Canada: Alberta	50.3494° N, 113.7750° W	S	S	S	R	R	I	S	S	S	I	S	S		2
FC	Enterococcus hirae	0090J	Feedlot C	Canada: Alberta	50.3494° N, 113.7750° W	S	S	S	R	R	R	S	R	R	I	S	R		6
FC	Enterococcus hirae	0092K	Feedlot C	Canada: Alberta	50.3494° N, 113.7750° W	S	S	S	R	R	I	S	S	S	I	S	S		2
FC	Enterococcus hirae	0094J	Feedlot C	Canada: Alberta	50.3494° N, 113.7750° W	S	S	S	I	R	S	S	S	S	S	S	S		1
FC	Enterococcus hirae	0095J	Feedlot C	Canada: Alberta	50.3494° N, 113.7750° W	S	S	S	R	R	S	S	S	S	S	S	S		2
FC	Enterococcus hirae	0098C	Feedlot B	Canada: Alberta	49.9315° N, 112.6889° W	S	S	S	I	S	S	S	S	S	S	S	S		0
FC	Enterococcus hirae	0099A	Feedlot B	Canada: Alberta	49.9315° N, 112.6889° W	S	S	S	I	S	S	S	S	S	S	S	S		0
FC	Enterococcus hirae	0099B	Feedlot B	Canada: Alberta	49.9315° N, 112.6889° W	S	S	S	I	S	S	S	S	S	S	S	S		0
FC	Enterococcus hirae	0100B	Feedlot B	Canada: Alberta	49.9315° N, 112.6889° W	S	S	S	R	I	S	S	S	S	S	S	S		1
FC	Enterococcus hirae	0101A	Feedlot B	Canada: Alberta	49.9315° N, 112.6889° W	S	S	S	R	I	S	S	S	S	S	S	S		1
FC	Enterococcus hirae	0101B	Feedlot B	Canada: Alberta	49.9315° N, 112.6889° W	S	S	S	R	R	S	S	S	S	S	S	S		2
FC	Enterococcus hirae	0103A	Feedlot B	Canada: Alberta	49.9315° N, 112.6889° W	S	S	S	S	R	S	S	S	S	S	S	S		1
FC	Enterococcus hirae	0105A	Feedlot B	Canada: Alberta	49.9315° N, 112.6889° W	S	S	S	R	S	S	S	S	S	S	S	S		1
FC	Enterococcus hirae	0106B	Feedlot B	Canada: Alberta	49.9315° N, 112.6889° W	S	S	S	S	I	S	S	S	S	S	S	S		0
FC	Enterococcus hirae	0106C	Feedlot B	Canada: Alberta	49.9315° N, 112.6889° W	S	S	S	S	S	S	S	S	S	S	S	S		0
FC	Enterococcus hirae	0107A	Feedlot B	Canada: Alberta	49.9315° N, 112.6889° W	S	S	S	R	S	S	S	S	S	S	S	S		1
FC	Enterococcus hirae	0108A	Feedlot B	Canada: Alberta	49.9315° N, 112.6889° W	S	S	S	S	S	S	S	S	S	S	S	S		0
FC	Enterococcus hirae	0110C	Feedlot B	Canada: Alberta	49.9315° N, 112.6889° W	S	S	S	R	S	S	S	S	S	S	S	S		1
FC	Enterococcus hirae	0111B	Feedlot B	Canada: Alberta	49.9315° N, 112.6889° W	S	S	S	S	S	S	S	S	S	S	S	S		0
FC	Enterococcus hirae	0096K	Feedlot B	Canada: Alberta	49.9315° N, 112.6889° W	S	S	S	S	R	S	S	S	S	S	S	S		1
FC	Enterococcus hirae	0097J	Feedlot B	Canada: Alberta	49.9315° N, 112.6889° W	S	S	S	R	I	S	S	S	S	S	S	S		1
FC	Enterococcus hirae	0099J	Feedlot B	Canada: Alberta	49.9315° N, 112.6889° W	S	S	S	R	R	S	S	S	S	S	S	S		2
FC	Enterococcus hirae	0104I	Feedlot B	Canada: Alberta	49.9315° N, 112.6889° W	S	S	S	R	R	S	S	S	S	S	S	S		2
FC	Enterococcus hirae	0104J	Feedlot B	Canada: Alberta	49.9315° N, 112.6889° W	S	S	S	R	I	S	S	S	S	S	S	S		1
FC	Enterococcus hirae	0106J	Feedlot B	Canada: Alberta	49.9315° N, 112.6889° W	S	S	S	R	I	S	S	S	S	S	S	S		1
FC	Enterococcus hirae	0108I	Feedlot B	Canada: Alberta	49.9315° N, 112.6889° W	S	S	S	R	R	S	S	S	S	S	S	S		2
FC	Enterococcus hirae	0108J	Feedlot B	Canada: Alberta	49.9315° N, 112.6889° W	S	S	S	R	R	S	S	S	S	S	S	S		2
FC	Enterococcus hirae	0108K	Feedlot B	Canada: Alberta	49.9315° N, 112.6889° W	S	S	S	R	R	S	S	S	S	I	S	S		2
FC	Enterococcus hirae	0110I	Feedlot B	Canada: Alberta	49.9315° N, 112.6889° W	S	S	S	R	I	S	S	S	S	S	S	S		1
FC	Enterococcus hirae	0112I	Feedlot B	Canada: Alberta	49.9315° N, 112.6889° W	S	S	S	I	I	S	S	S	S	S	S	S		0
FC	Enterococcus hirae	0112K	Feedlot B	Canada: Alberta	49.9315° N, 112.6889° W	S	S	S	I	I	S	S	S	S	S	S	S		0
FC	Enterococcus hirae	0115I	Feedlot B	Canada: Alberta	49.9315° N, 112.6889° W	S	S	S	R	R	S	S	S	S	S	S	S		2
FC	Enterococcus hirae	0115J	Feedlot B	Canada: Alberta	49.9315° N, 112.6889° W	S	S	S	R	R	S	S	S	S	S	S	S		2
FC	Enterococcus hirae	0116B	Feedlot D	Canada: Alberta	53.4941° N, 112.0539° W	S	S	S	S	S	S	S	S	S	S	S	S		0
FC	Enterococcus hirae	0117B	Feedlot D	Canada: Alberta	53.4941° N, 112.0539° W	S	S	S	I	I	S	S	S	S	I	S	S		0
FC	Enterococcus hirae	0118B	Feedlot D	Canada: Alberta	53.4941° N, 112.0539° W	S	S	S	I	R	S	S	S	S	S	S	S		1
FC	Enterococcus hirae	0127B	Feedlot D	Canada: Alberta	53.4941° N, 112.0539° W	S	S	S	S	S	S	S	S	S	S	S	S		0
FC	Enterococcus hirae	0129A	Feedlot D	Canada: Alberta	53.4941° N, 112.0539° W	S	S	S	R	I	S	S	S	S	S	S	S		1
FC	Enterococcus hirae	0130B	Feedlot D	Canada: Alberta	53.4941° N, 112.0539° W	S	S	S	R	I	S	S	S	S	S	S	S		1
FC	Enterococcus hirae	0131B	Feedlot D	Canada: Alberta	53.4941° N, 112.0539° W	S	S	S	S	S	S	S	S	S	S	S	S		0
FC	Enterococcus hirae	0116J	Feedlot D	Canada: Alberta	53.4941° N, 112.0539° W	S	S	S	S	I	S	S	S	S	S	S	S		0
FC	Enterococcus hirae	0117J	Feedlot D	Canada: Alberta	53.4941° N, 112.0539° W	S	S	S	S	I	S	S	S	S	S	S	S		0
FC	Enterococcus hirae	0119J	Feedlot D	Canada: Alberta	53.4941° N, 112.0539° W	S	S	S	R	R	S	S	S	S	S	S	S		2
FC	Enterococcus hirae	0124I	Feedlot D	Canada: Alberta	53.4941° N, 112.0539° W	S	S	S	I	R	S	S	S	S	S	S	S		1
FC	Enterococcus hirae	0124K	Feedlot D	Canada: Alberta	53.4941° N, 112.0539° W	S	S	S	R	I	S	S	S	S	S	S	S		1
FC	Enterococcus hirae	0125I	Feedlot D	Canada: Alberta	53.4941° N, 112.0539° W	S	S	S	R	R	S	S	S	S	S	S	S		2
FC	Enterococcus hirae	0126I	Feedlot D	Canada: Alberta	53.4941° N, 112.0539° W	S	S	S	I	I	S	S	S	S	S	S	S		0
FC	Enterococcus hirae	0126J	Feedlot D	Canada: Alberta	53.4941° N, 112.0539° W	S	S	S	R	I	S	S	S	S	S	S	S		1
FC	Enterococcus hirae	0127I	Feedlot D	Canada: Alberta	53.4941° N, 112.0539° W	S	S	S	R	I	S	S	S	S	S	S	S		1
FC	Enterococcus hirae	0127J	Feedlot D	Canada: Alberta	53.4941° N, 112.0539° W	S	S	S	S	I	S	S	S	S	S	S	S		0
FC	Enterococcus hirae	0129I	Feedlot D	Canada: Alberta	53.4941° N, 112.0539° W	S	S	S	R	R	S	S	S	S	S	S	S		2
FC	Enterococcus hirae	0129K	Feedlot D	Canada: Alberta	53.4941° N, 112.0539° W	S	S	S	R	I	S	S	S	S	S	S	S		1
FC	Enterococcus hirae	0130J	Feedlot D	Canada: Alberta	53.4941° N, 112.0539° W	S	S	S	R	R	S	S	S	S	I	S	S		2
FC	Enterococcus hirae	0132C	Feedlot A	Canada: Alberta	51.4962° N, 113.5103° W	S	S	S	R	S	I	S	S	S	I	S	S		1
FC	Enterococcus hirae	0133A	Feedlot A	Canada: Alberta	51.4962° N, 113.5103° W	S	S	S	R	R	I	S	S	S	I	S	S		2
FC	Enterococcus hirae	0135B	Feedlot A	Canada: Alberta	51.4962° N, 113.5103° W	S	S	S	R	S	I	S	S	S	S	S	S		1
FC	Enterococcus hirae	0139C	Feedlot A	Canada: Alberta	51.4962° N, 113.5103° W	S	S	S	R	I	S	S	S	S	S	S	S		1
FC	Enterococcus hirae	0141B	Feedlot A	Canada: Alberta	51.4962° N, 113.5103° W	S	S	S	R	S	I	S	S	S	S	S	S		1
FC	Enterococcus hirae	0144B	Feedlot A	Canada: Alberta	51.4962° N, 113.5103° W	S	S	S	R	I	R	S	S	S	I	S	S		2
FC	Enterococcus hirae	0146C	Feedlot A	Canada: Alberta	51.4962° N, 113.5103° W	S	S	S	R	S	S	S	I	S	S	S	S		1
FC	Enterococcus hirae	0133I	Feedlot A	Canada: Alberta	51.4962° N, 113.5103° W	S	S	S	R	R	R	S	S	S	I	S	S		3
FC	Enterococcus hirae	0134J	Feedlot A	Canada: Alberta	51.4962° N, 113.5103° W	S	S	S	R	R	I	S	S	S	I	S	R		3
FC	Enterococcus hirae	0135I	Feedlot A	Canada: Alberta	51.4962° N, 113.5103° W	S	S	S	R	R	S	S	I	S	I	S	S		2
FC	Enterococcus hirae	0137J	Feedlot A	Canada: Alberta	51.4962° N, 113.5103° W	S	S	S	I	R	R	S	S	S	I	S	S		2
FC	Enterococcus hirae	0137K	Feedlot A	Canada: Alberta	51.4962° N, 113.5103° W	S	S	S	R	R	R	S	I	S	I	S	S		3
FC	Enterococcus hirae	0141K	Feedlot A	Canada: Alberta	51.4962° N, 113.5103° W	S	S	S	R	R	I	S	R	S	S	S	S		3
FC	Enterococcus hirae	0144I	Feedlot A	Canada: Alberta	51.4962° N, 113.5103° W	S	S	R	R	R	I	S	S	S	S	S	S		3
FC	Enterococcus hirae	0145J	Feedlot A	Canada: Alberta	51.4962° N, 113.5103° W	S	S	S	R	R	S	S	S	S	I	S	S		2
FC	Enterococcus hirae	0146J	Feedlot A	Canada: Alberta	51.4962° N, 113.5103° W	S	S	S	R	R	I	S	S	S	I	S	S		2
FC	Enterococcus hirae	0147I	Feedlot A	Canada: Alberta	51.4962° N, 113.5103° W	S	S	S	R	R	S	S	S	S	I	S	S		2
FC	Enterococcus hirae	0148J	Feedlot A	Canada: Alberta	51.4962° N, 113.5103° W	S	S	S	R	R	I	S	S	S	I	S	R		3
FC	Enterococcus hirae	0150I	Feedlot A	Canada: Alberta	51.4962° N, 113.5103° W	S	S	S	R	R	S	S	S	S	I	S	S		2
FC	Enterococcus hirae	0150J	Feedlot A	Canada: Alberta	51.4962° N, 113.5103° W	S	S	S	R	R	S	S	S	S	S	S	S		2
FC	Enterococcus hirae	0151B	Feedlot C	Canada: Alberta	50.3494° N, 113.7750° W	S	S	S	R	R	S	S	S	S	I	S	R		3
FC	Enterococcus hirae	0153A	Feedlot C	Canada: Alberta	50.3494° N, 113.7750° W	S	S	S	R	S	S	S	S	S	S	S	S		1
FC	Enterococcus hirae	0154A	Feedlot C	Canada: Alberta	50.3494° N, 113.7750° W	S	S	S	R	R	I	S	I	S	I	S	S		2
FC	Enterococcus hirae	0154B	Feedlot C	Canada: Alberta	50.3494° N, 113.7750° W	S	S	S	R	S	S	S	I	S	S	S	S		1
FC	Enterococcus hirae	0154C	Feedlot C	Canada: Alberta	50.3494° N, 113.7750° W	S	S	S	R	R	S	S	S	S	S	S	S		2
FC	Enterococcus hirae	0155A	Feedlot C	Canada: Alberta	50.3494° N, 113.7750° W	S	S	S	R	R	R	S	I	S	I	S	S		3
FC	Enterococcus hirae	0155B	Feedlot C	Canada: Alberta	50.3494° N, 113.7750° W	S	S	S	R	S	S	S	S	S	S	S	S		1
FC	Enterococcus hirae	0156B	Feedlot C	Canada: Alberta	50.3494° N, 113.7750° W	S	S	S	R	I	S	S	S	S	S	S	S		1
FC	Enterococcus hirae	0157A	Feedlot C	Canada: Alberta	50.3494° N, 113.7750° W	S	S	S	I	S	I	S	S	S	I	S	S		0
FC	Enterococcus hirae	0158B	Feedlot C	Canada: Alberta	50.3494° N, 113.7750° W	S	S	S	R	I	R	S	R	S	S	S	R		4
FC	Enterococcus hirae	0158C	Feedlot C	Canada: Alberta	50.3494° N, 113.7750° W	S	S	S	R	S	R	S	S	S	I	S	R		3
FC	Enterococcus hirae	0159A	Feedlot C	Canada: Alberta	50.3494° N, 113.7750° W	S	S	S	I	R	S	S	S	S	S	S	S		1
FC	Enterococcus hirae	0159B	Feedlot C	Canada: Alberta	50.3494° N, 113.7750° W	S	S	S	S	R	S	S	S	S	S	S	S		1
FC	Enterococcus hirae	0160C	Feedlot C	Canada: Alberta	50.3494° N, 113.7750° W	S	S	S	R	S	R	S	S	S	S	S	S		2
FC	Enterococcus hirae	0162B	Feedlot C	Canada: Alberta	50.3494° N, 113.7750° W	S	S	S	R	S	I	S	S	S	I	S	S		1
FC	Enterococcus hirae	0152I	Feedlot C	Canada: Alberta	50.3494° N, 113.7750° W	S	S	S	I	R	S	S	S	S	I	S	S		1
FC	Enterococcus hirae	0154K	Feedlot C	Canada: Alberta	50.3494° N, 113.7750° W	S	S	S	R	R	S	S	S	S	I	S	S		2
FC	Enterococcus hirae	0156J	Feedlot C	Canada: Alberta	50.3494° N, 113.7750° W	S	S	S	R	R	I	S	S	S	R	S	S		3
FC	Enterococcus hirae	0156K	Feedlot C	Canada: Alberta	50.3494° N, 113.7750° W	S	S	S	R	R	S	S	S	S	I	S	S		2
FC	Enterococcus hirae	0158J	Feedlot C	Canada: Alberta	50.3494° N, 113.7750° W	S	S	S	R	I	S	S	S	S	S	S	S		1
FC	Enterococcus hirae	0158K	Feedlot C	Canada: Alberta	50.3494° N, 113.7750° W	S	S	S	R	I	S	S	S	S	S	S	S		1
FC	Enterococcus hirae	0160I	Feedlot C	Canada: Alberta	50.3494° N, 113.7750° W	S	S	S	R	R	S	S	S	S	S	S	S		2
FC	Enterococcus hirae	0162J	Feedlot C	Canada: Alberta	50.3494° N, 113.7750° W	S	S	S	R	R	S	S	I	S	I	S	S		2
FC	Enterococcus hirae	0162K	Feedlot C	Canada: Alberta	50.3494° N, 113.7750° W	S	S	S	R	R	S	S	I	I	I	S	S		2
FC	Enterococcus hirae	0163I	Feedlot C	Canada: Alberta	50.3494° N, 113.7750° W	S	S	S	I	R	I	S	I	S	S	S	S		1
FC	Enterococcus hirae	0164A	Feedlot B	Canada: Alberta	49.9315° N, 112.6889° W	S	S	S	R	I	I	S	I	S	S	S	R		2
FC	Enterococcus hirae	0164B	Feedlot B	Canada: Alberta	49.9315° N, 112.6889° W	S	S	S	I	S	S	S	S	S	S	S	S		0
FC	Enterococcus hirae	0166B	Feedlot B	Canada: Alberta	49.9315° N, 112.6889° W	S	S	S	I	S	I	S	S	S	S	S	S		0
FC	Enterococcus hirae	0167A	Feedlot B	Canada: Alberta	49.9315° N, 112.6889° W	S	S	S	R	S	R	S	I	S	I	S	S		2
FC	Enterococcus hirae	0170A	Feedlot B	Canada: Alberta	49.9315° N, 112.6889° W	S	S	S	S	S	R	S	S	S	S	S	S		1
FC	Enterococcus hirae	0171B	Feedlot B	Canada: Alberta	49.9315° N, 112.6889° W	S	S	S	I	S	S	S	I	S	I	S	R		1
FC	Enterococcus hirae	0174B	Feedlot B	Canada: Alberta	49.9315° N, 112.6889° W	S	S	S	I	S	R	S	S	S	S	S	S		1
FC	Enterococcus hirae	0175C	Feedlot B	Canada: Alberta	49.9315° N, 112.6889° W	S	S	S	R	R	S	S	S	S	I	S	S		2
FC	Enterococcus hirae	0176B	Feedlot B	Canada: Alberta	49.9315° N, 112.6889° W	S	S	S	R	R	R	S	I	S	I	S	R		4
FC	Enterococcus hirae	0178C	Feedlot B	Canada: Alberta	49.9315° N, 112.6889° W	S	S	S	R	S	S	S	S	S	S	S	S		1
FC	Enterococcus hirae	0182B	Feedlot B	Canada: Alberta	49.9315° N, 112.6889° W	S	S	S	R	R	I	S	S	S	S	S	S		2
FC	Enterococcus hirae	0165I	Feedlot B	Canada: Alberta	49.9315° N, 112.6889° W	S	S	S	I	R	I	S	S	S	S	S	S		1
FC	Enterococcus hirae	0166J	Feedlot B	Canada: Alberta	49.9315° N, 112.6889° W	S	S	S	R	R	S	S	I	S	S	S	R		3
FC	Enterococcus hirae	0167I	Feedlot B	Canada: Alberta	49.9315° N, 112.6889° W	S	S	S	I	I	S	S	S	S	S	S	S		0
FC	Enterococcus hirae	0167K	Feedlot B	Canada: Alberta	49.9315° N, 112.6889° W	S	S	S	R	I	S	S	I	S	S	S	S		1
FC	Enterococcus hirae	0169J	Feedlot B	Canada: Alberta	49.9315° N, 112.6889° W	S	S	S	S	R	I	S	S	S	I	S	S		1
FC	Enterococcus hirae	0169K	Feedlot B	Canada: Alberta	49.9315° N, 112.6889° W	S	S	S	R	I	S	S	S	S	S	S	S		1
FC	Enterococcus hirae	0170I	Feedlot B	Canada: Alberta	49.9315° N, 112.6889° W	S	S	S	R	I	S	S	S	S	S	S	S		1
FC	Enterococcus hirae	0170K	Feedlot B	Canada: Alberta	49.9315° N, 112.6889° W	S	S	S	R	R	I	S	S	S	I	S	R		3
FC	Enterococcus hirae	0171J	Feedlot B	Canada: Alberta	49.9315° N, 112.6889° W	S	S	S	R	I	S	S	S	S	I	S	S		1
FC	Enterococcus hirae	0171K	Feedlot B	Canada: Alberta	49.9315° N, 112.6889° W	S	S	S	R	I	S	S	S	S	S	S	S		1
FC	Enterococcus hirae	0173K	Feedlot B	Canada: Alberta	49.9315° N, 112.6889° W	S	S	S	R	R	S	S	S	S	S	S	S		2
FC	Enterococcus hirae	0174K	Feedlot B	Canada: Alberta	49.9315° N, 112.6889° W	S	S	S	R	R	S	S	I	I	I	S	R		3
FC	Enterococcus hirae	0175I	Feedlot B	Canada: Alberta	49.9315° N, 112.6889° W	S	S	S	R	I	S	S	S	S	I	S	S		1
FC	Enterococcus hirae	0176I	Feedlot B	Canada: Alberta	49.9315° N, 112.6889° W	S	S	S	R	R	S	S	S	S	I	S	S		2
FC	Enterococcus hirae	0176J	Feedlot B	Canada: Alberta	49.9315° N, 112.6889° W	S	S	S	R	R	S	S	S	S	I	S	S		2
FC	Enterococcus hirae	0176K	Feedlot B	Canada: Alberta	49.9315° N, 112.6889° W	S	S	S	R	R	I	S	S	S	I	S	R		3
FC	Enterococcus hirae	0178I	Feedlot B	Canada: Alberta	49.9315° N, 112.6889° W	S	S	S	R	I	S	S	I	I	I	S	S		1
FC	Enterococcus hirae	0178J	Feedlot B	Canada: Alberta	49.9315° N, 112.6889° W	S	S	S	R	R	S	S	S	S	S	S	S		2
FC	Enterococcus hirae	0178K	Feedlot B	Canada: Alberta	49.9315° N, 112.6889° W	S	S	S	R	R	S	S	R	S	S	S	S		3
FC	Enterococcus hirae	0180K	Feedlot B	Canada: Alberta	49.9315° N, 112.6889° W	S	S	S	S	R	S	S	S	S	S	S	S		1
FC	Enterococcus hirae	0181J	Feedlot B	Canada: Alberta	49.9315° N, 112.6889° W	S	S	S	R	R	S	S	S	S	I	S	S		2
FC	Enterococcus hirae	0181K	Feedlot B	Canada: Alberta	49.9315° N, 112.6889° W	S	S	S	R	R	I	S	S	S	I	S	S		2
FC	Enterococcus hirae	0183C	Feedlot D	Canada: Alberta	53.4941° N, 112.0539° W	S	S	S	S	S	I	S	S	S	S	S	R		1
FC	Enterococcus hirae	0185B	Feedlot D	Canada: Alberta	53.4941° N, 112.0539° W	S	S	S	R	R	I	S	S	S	I	S	R		3
FC	Enterococcus hirae	0186B	Feedlot D	Canada: Alberta	53.4941° N, 112.0539° W	S	S	S	I	S	S	S	S	S	S	S	R		1
FC	Enterococcus hirae	0189B	Feedlot D	Canada: Alberta	53.4941° N, 112.0539° W	S	S	S	R	S	S	S	S	S	S	S	S		1
FC	Enterococcus hirae	0193B	Feedlot D	Canada: Alberta	53.4941° N, 112.0539° W	S	S	S	I	S	R	S	I	I	S	S	R		2
FC	Enterococcus hirae	0193C	Feedlot D	Canada: Alberta	53.4941° N, 112.0539° W	S	S	S	R	S	I	S	R	S	I	S	R		3
FC	Enterococcus hirae	0198B	Feedlot D	Canada: Alberta	53.4941° N, 112.0539° W	S	S	S	I	R	S	S	S	S	S	S	S		1
FC	Enterococcus hirae	0184K	Feedlot D	Canada: Alberta	53.4941° N, 112.0539° W	S	S	S	I	R	R	S	S	S	S	S	S		2
FC	Enterococcus hirae	0185I	Feedlot D	Canada: Alberta	53.4941° N, 112.0539° W	S	S	S	R	R	S	S	S	S	I	S	S		2
FC	Enterococcus hirae	0187J	Feedlot D	Canada: Alberta	53.4941° N, 112.0539° W	S	S	S	R	R	I	S	S	S	I	S	R		3
FC	Enterococcus hirae	0188J	Feedlot D	Canada: Alberta	53.4941° N, 112.0539° W	S	S	S	R	R	S	S	S	S	I	S	R		3
FC	Enterococcus hirae	0193K	Feedlot D	Canada: Alberta	53.4941° N, 112.0539° W	S	S	S	I	I	S	S	I	S	I	S	S		0
FC	Enterococcus hirae	0194K	Feedlot D	Canada: Alberta	53.4941° N, 112.0539° W	S	S	R	R	R	R	S	S	S	I	S	R		5
FC	Enterococcus hirae	0197K	Feedlot D	Canada: Alberta	53.4941° N, 112.0539° W	S	S	S	R	R	S	S	I	S	I	S	S		2
FC	Enterococcus hirae	0199A	Feedlot A	Canada: Alberta	51.4962° N, 113.5103° W	S	S	S	R	R	S	S	R	S	I	S	R		4
FC	Enterococcus hirae	0199C	Feedlot A	Canada: Alberta	51.4962° N, 113.5103° W	S	S	S	S	R	S	S	S	S	I	S	S		1
FC	Enterococcus hirae	0200A	Feedlot A	Canada: Alberta	51.4962° N, 113.5103° W	S	S	S	R	R	S	S	S	S	S	S	S		2
FC	Enterococcus hirae	0200C	Feedlot A	Canada: Alberta	51.4962° N, 113.5103° W	S	S	S	R	R	I	S	S	S	S	S	S		2
FC	Enterococcus hirae	0202A	Feedlot A	Canada: Alberta	51.4962° N, 113.5103° W	S	S	S	R	R	R	S	I	S	S	S	R		4
FC	Enterococcus hirae	0202B	Feedlot A	Canada: Alberta	51.4962° N, 113.5103° W	S	S	S	R	R	S	S	S	S	I	S	S		2
FC	Enterococcus hirae	0203A	Feedlot A	Canada: Alberta	51.4962° N, 113.5103° W	S	S	S	R	I	I	S	S	S	S	S	S		1
FC	Enterococcus hirae	0207B	Feedlot A	Canada: Alberta	51.4962° N, 113.5103° W	S	S	S	R	R	S	S	S	S	I	S	S		2
FC	Enterococcus hirae	0208A	Feedlot A	Canada: Alberta	51.4962° N, 113.5103° W	S	S	S	R	R	S	S	I	S	S	S	S		2
FC	Enterococcus hirae	0209B	Feedlot A	Canada: Alberta	51.4962° N, 113.5103° W	S	S	S	I	R	S	S	S	S	S	S	S		1
FC	Enterococcus hirae	0210B	Feedlot A	Canada: Alberta	51.4962° N, 113.5103° W	S	S	S	R	I	R	S	I	S	S	S	S		2
FC	Enterococcus hirae	0210C	Feedlot A	Canada: Alberta	51.4962° N, 113.5103° W	S	S	S	R	R	I	S	I	S	I	S	S		2
FC	Enterococcus hirae	0211B	Feedlot A	Canada: Alberta	51.4962° N, 113.5103° W	S	S	S	R	R	R	S	S	S	I	S	S		3
FC	Enterococcus hirae	0200I	Feedlot A	Canada: Alberta	51.4962° N, 113.5103° W	S	S	S	S	R	S	S	S	S	S	S	S		1
FC	Enterococcus hirae	0200J	Feedlot A	Canada: Alberta	51.4962° N, 113.5103° W	S	S	S	S	R	S	S	S	S	S	S	S		1
FC	Enterococcus hirae	0201K	Feedlot A	Canada: Alberta	51.4962° N, 113.5103° W	S	S	S	I	I	I	S	S	S	S	S	S		0
FC	Enterococcus hirae	0202J	Feedlot A	Canada: Alberta	51.4962° N, 113.5103° W	S	S	S	R	I	S	S	S	S	S	S	S		1
FC	Enterococcus hirae	0203K	Feedlot A	Canada: Alberta	51.4962° N, 113.5103° W	S	S	S	R	R	S	S	S	S	I	S	S		2
FC	Enterococcus hirae	0205I	Feedlot A	Canada: Alberta	51.4962° N, 113.5103° W	S	S	S	R	R	I	S	I	S	I	S	S		2
FC	Enterococcus hirae	0207I	Feedlot A	Canada: Alberta	51.4962° N, 113.5103° W	S	S	S	R	I	S	S	S	S	I	S	S		1
FC	Enterococcus hirae	0207K	Feedlot A	Canada: Alberta	51.4962° N, 113.5103° W	S	S	S	R	R	S	S	I	S	I	S	S		2
FC	Enterococcus hirae	0208I	Feedlot A	Canada: Alberta	51.4962° N, 113.5103° W	S	S	S	R	R	S	S	I	S	I	S	S		2
FC	Enterococcus hirae	0209I	Feedlot A	Canada: Alberta	51.4962° N, 113.5103° W	S	S	S	R	R	S	S	S	S	I	S	S		2
FC	Enterococcus hirae	0211J	Feedlot A	Canada: Alberta	51.4962° N, 113.5103° W	S	S	S	R	R	S	S	S	S	S	S	S		2
FC	Enterococcus hirae	0212K	Feedlot A	Canada: Alberta	51.4962° N, 113.5103° W	S	S	S	I	R	S	S	S	S	I	S	S		1
FC	Enterococcus hirae	0214I	Feedlot A	Canada: Alberta	51.4962° N, 113.5103° W	S	S	S	R	R	S	S	S	S	I	S	S		2
FC	Enterococcus hirae	0220A	Feedlot C	Canada: Alberta	50.3494° N, 113.7750° W	S	S	S	R	R	S	S	I	S	I	S	S		2
FC	Enterococcus hirae	0221B	Feedlot C	Canada: Alberta	50.3494° N, 113.7750° W	S	S	S	R	I	S	S	R	S	I	S	S		2
FC	Enterococcus hirae	0221C	Feedlot C	Canada: Alberta	50.3494° N, 113.7750° W	S	S	S	R	I	R	S	I	S	I	S	R		3
