Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR14000612,2021-03-19 05:04:18,2021-03-19 02:29:11,501217,281711803,501217,562,199,,https://sra-download.ncbi.nlm.nih.gov/traces/sra46/SRR/013672/SRR14000612,SRX10377922,SS-0006,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8492267,SAMN13999824,simple,1351,Enterococcus faecalis,SS-0006,,,,,,,no,,,,,NML,SRA1207938,,public,CE8B53B4DDF70936E1EE9369453122CA,347A6990662F17F1C7B15C83D328B235
SRR14000609,2021-03-19 05:04:19,2021-03-19 02:28:45,594792,330149548,594792,555,229,,https://sra-download.ncbi.nlm.nih.gov/traces/sra24/SRR/013672/SRR14000609,SRX10377925,SS-0007,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8492270,SAMN13999825,simple,1351,Enterococcus faecalis,SS-0007,,,,,,,no,,,,,NML,SRA1207938,,public,C96531AA345D44FB2052C9B72753C5C4,4378D1344546081A723DB026E8CD9B18
SRR14000587,2021-03-19 05:04:19,2021-03-19 02:29:05,586533,329702224,586533,562,232,,https://sra-download.ncbi.nlm.nih.gov/traces/sra64/SRR/013672/SRR14000587,SRX10377947,SS-0008,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8492292,SAMN13999826,simple,1351,Enterococcus faecalis,SS-0008,,,,,,,no,,,,,NML,SRA1207938,,public,57502964B2099C99EEB5D75CFA295CA5,CF9B4D9F2D7A653A11990D1B13AA987E
SRR14000588,2021-03-19 05:04:19,2021-03-19 02:29:04,476415,270495563,476415,567,194,,https://sra-download.ncbi.nlm.nih.gov/traces/sra56/SRR/013672/SRR14000588,SRX10377946,SS-0009,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8492291,SAMN13999827,simple,1351,Enterococcus faecalis,SS-0009,,,,,,,no,,,,,NML,SRA1207938,,public,839622509B6A65D988A27AF89D8153BB,E2452A5B2E3D2DFB51516482C69D5655
SRR14000601,2021-03-19 05:04:19,2021-03-19 02:29:36,553383,303739936,553383,548,216,,https://sra-download.ncbi.nlm.nih.gov/traces/sra40/SRR/013672/SRR14000601,SRX10377933,SS-0010,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8492279,SAMN13999828,simple,1351,Enterococcus faecalis,SS-0010,,,,,,,no,,,,,NML,SRA1207938,,public,4BE141391D30FE3A14C15EA83D66DB4B,FB28ED7D1ED43D77BEED28DBF907267D
SRR14000607,2021-03-19 05:04:19,2021-03-19 02:29:43,672357,357712036,672357,532,218,,https://sra-download.ncbi.nlm.nih.gov/traces/sra56/SRR/013672/SRR14000607,SRX10377927,SS-0011,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8492272,SAMN13999793,simple,1351,Enterococcus faecalis,SS-0011,,,,,,,no,,,,,NML,SRA1207938,,public,EDA9670EC5F24BDE9F1F043F79E8FABF,29041EB098AB2C5F97BBA9CBD7D7572C
SRR14000605,2021-03-19 05:04:19,2021-03-19 02:29:10,669011,369662701,669011,552,233,,https://sra-download.ncbi.nlm.nih.gov/traces/sra23/SRR/013672/SRR14000605,SRX10377929,SS-0012,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8492274,SAMN13999794,simple,1351,Enterococcus faecalis,SS-0012,,,,,,,no,,,,,NML,SRA1207938,,public,079283BFC2C588778505BDBB52F2FC30,F21A4061D20AFEC3347F338D4717EE6A
SRR14000599,2021-03-19 05:04:19,2021-03-19 02:29:23,701836,372872120,701836,531,237,,https://sra-download.ncbi.nlm.nih.gov/traces/sra40/SRR/013672/SRR14000599,SRX10377935,SS-0016,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8492280,SAMN13999795,simple,1351,Enterococcus faecalis,SS-0016,,,,,,,no,,,,,NML,SRA1207938,,public,E5751DC6F14E85F0C127C8A77E3E0E78,23255D49C837E693BAB27E4958C65BA7
SRR14000591,2021-03-19 05:04:19,2021-03-19 02:29:04,403935,228931187,403935,566,153,,https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/013672/SRR14000591,SRX10377943,SS-0017,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8492288,SAMN13999796,simple,1351,Enterococcus faecalis,SS-0017,,,,,,,no,,,,,NML,SRA1207938,,public,79897B55995E46DB5AFB7FE777BC5C9A,F86AE40BDE67A81CFA6060DBF56803A3
SRR14000603,2021-03-19 05:04:19,2021-03-19 02:30:09,939283,506057924,939283,538,303,,https://sra-download.ncbi.nlm.nih.gov/traces/sra47/SRR/013672/SRR14000603,SRX10377931,SS-0020,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8492276,SAMN13999797,simple,1351,Enterococcus faecalis,SS-0020,,,,,,,no,,,,,NML,SRA1207938,,public,F17A30FA9EE7C8D0D282224F4D0B4447,3F8A237ED9ACEC02AB95966B46AC9263
SRR14000590,2021-03-19 05:04:19,2021-03-19 02:28:56,933349,509614765,933349,546,306,,https://sra-download.ncbi.nlm.nih.gov/traces/sra20/SRR/013672/SRR14000590,SRX10377944,SS-0021,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8492289,SAMN13999798,simple,1351,Enterococcus faecalis,SS-0021,,,,,,,no,,,,,NML,SRA1207938,,public,FFD7C9629671BC78A3C93DC562A9A6C1,CD09B5DDEE53B9C99377FF622E6A50DB
SRR14000593,2021-03-19 05:04:19,2021-03-19 02:29:46,686809,371715197,686809,541,225,,https://sra-download.ncbi.nlm.nih.gov/traces/sra30/SRR/013672/SRR14000593,SRX10377941,SS-0022,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8492286,SAMN13999799,simple,1351,Enterococcus faecalis,SS-0022,,,,,,,no,,,,,NML,SRA1207938,,public,DF97F68BF6EBC0E8597A204785FB7982,AD587382DEF1FFD6B97377E1006342F4
SRR14000597,2021-03-19 05:04:19,2021-03-19 02:29:13,801722,417118594,801722,520,247,,https://sra-download.ncbi.nlm.nih.gov/traces/sra60/SRR/013672/SRR14000597,SRX10377937,SS-0023,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8492282,SAMN13999800,simple,1351,Enterococcus faecalis,SS-0023,,,,,,,no,,,,,NML,SRA1207938,,public,A530BB13D2B70B7E739FD62673CED742,CF2F666C36F9EBFBA72671A81EA65FAA
SRR14000598,2021-03-19 05:04:19,2021-03-19 02:28:47,673153,348899489,673153,518,220,,https://sra-download.ncbi.nlm.nih.gov/traces/sra45/SRR/013672/SRR14000598,SRX10377936,SS-0025,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8492281,SAMN13999801,simple,1351,Enterococcus faecalis,SS-0025,,,,,,,no,,,,,NML,SRA1207938,,public,8086B29EE2F5A482D3475F76EC8FDDAF,0F7F6CBC5E754029DEA285135B688B25
SRR14000606,2021-03-19 05:04:19,2021-03-19 02:29:28,706788,383879881,706788,543,240,,https://sra-download.ncbi.nlm.nih.gov/traces/sra72/SRR/013672/SRR14000606,SRX10377928,SS-0028,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8492273,SAMN13999802,simple,1351,Enterococcus faecalis,SS-0028,,,,,,,no,,,,,NML,SRA1207938,,public,DE06E40CC45E60480D08C635BCEBE7DF,8DA140A56E3995B74F507719CBE4DAFA
SRR14000595,2021-03-19 05:04:19,2021-03-19 02:28:48,345201,202507022,345201,586,154,,https://sra-download.ncbi.nlm.nih.gov/traces/sra42/SRR/013672/SRR14000595,SRX10377939,SS-0029,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8492284,SAMN13999838,simple,1351,Enterococcus faecalis,SS-0029,,,,,,,no,,,,,NML,SRA1207938,,public,FB5C9788AD85547271D6545F710DB356,274447D0E370B1ABB90F20081626210C
SRR14000611,2021-03-19 05:04:18,2021-03-19 02:29:51,718013,390639579,718013,544,241,,https://sra-download.ncbi.nlm.nih.gov/traces/sra41/SRR/013672/SRR14000611,SRX10377923,SS-0030,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8492268,SAMN13999803,simple,1351,Enterococcus faecalis,SS-0030,,,,,,,no,,,,,NML,SRA1207938,,public,7275F64B3A47073D9A0C9B86F0B192F0,50ED1C440D5BD1213FF61C04A309C91C
SRR14000613,2021-03-19 05:04:18,2021-03-19 02:29:40,630929,342787109,630929,543,209,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/013672/SRR14000613,SRX10377921,SS-0031,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8492266,SAMN13999804,simple,1351,Enterococcus faecalis,SS-0031,,,,,,,no,,,,,NML,SRA1207938,,public,8B739FFADF82DE558797CE1D2EB2B371,6D3CD7E14D0B3EB665A30194DF9FB66C
SRR14000602,2021-03-19 05:04:19,2021-03-19 02:28:45,658960,361837158,658960,549,221,,https://sra-download.ncbi.nlm.nih.gov/traces/sra9/SRR/013672/SRR14000602,SRX10377932,SS-0032,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8492277,SAMN13999805,simple,1351,Enterococcus faecalis,SS-0032,,,,,,,no,,,,,NML,SRA1207938,,public,4D20456ECFD5CFE29DCAAB6DE77F2F16,21E81B874E70FDF495A4C4605CDEFC24
SRR14000596,2021-03-19 05:04:19,2021-03-19 02:29:21,563073,305233986,563073,542,195,,https://sra-download.ncbi.nlm.nih.gov/traces/sra38/SRR/013672/SRR14000596,SRX10377938,SS-0033,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8492283,SAMN13999806,simple,1351,Enterococcus faecalis,SS-0033,,,,,,,no,,,,,NML,SRA1207938,,public,02C0E4BE728D2D142CE6EDF9D7639F2F,28008813CC37220A96441BE891BD1C19
SRR14000614,2021-03-19 05:04:18,2021-03-19 02:29:17,643338,353108844,643338,548,216,,https://sra-download.ncbi.nlm.nih.gov/traces/sra60/SRR/013672/SRR14000614,SRX10377920,SS-0034,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8492265,SAMN13999807,simple,1351,Enterococcus faecalis,SS-0034,,,,,,,no,,,,,NML,SRA1207938,,public,B2E358175AC813E6B10950DBB6B22F5C,F9E1190CEE076026F77E7269259014C6
SRR14000608,2021-03-19 05:04:19,2021-03-19 02:29:51,1197959,663885054,1197959,554,459,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/013672/SRR14000608,SRX10377926,SS-0037,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8492271,SAMN13999829,simple,1351,Enterococcus faecalis,SS-0037,,,,,,,no,,,,,NML,SRA1207938,,public,4963DA07822332011786C78F47290AB9,342A16E1501F61E5FFFC8DF593B4E8F2
SRR14000594,2021-03-19 05:04:19,2021-03-19 02:29:31,691165,381882386,691165,552,266,,https://sra-download.ncbi.nlm.nih.gov/traces/sra36/SRR/013672/SRR14000594,SRX10377940,SS-0038,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8492285,SAMN13999830,simple,1351,Enterococcus faecalis,SS-0038,,,,,,,no,,,,,NML,SRA1207938,,public,3217D66A385DC30A66E1EFFF5856E713,2FC322247EBD3F51493AA6BD2DB1C355
SRR14000585,2021-03-19 05:04:19,2021-03-19 02:28:59,573150,318272928,573150,555,222,,https://sra-download.ncbi.nlm.nih.gov/traces/sra22/SRR/013672/SRR14000585,SRX10377949,SS-0039,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8492294,SAMN13999831,simple,1351,Enterococcus faecalis,SS-0039,,,,,,,no,,,,,NML,SRA1207938,,public,7A08F5CFB9F12795ACE877722CA32DF8,9C9BF1C9018867B2414894AF443E1565
SRR14000592,2021-03-19 05:04:19,2021-03-19 02:28:47,669427,377260357,669427,563,264,,https://sra-download.ncbi.nlm.nih.gov/traces/sra32/SRR/013672/SRR14000592,SRX10377942,SS-0040,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8492287,SAMN13999832,simple,1351,Enterococcus faecalis,SS-0040,,,,,,,no,,,,,NML,SRA1207938,,public,F0AD41A39CA5FB5A5C16342A74CB6E7F,5A75AC4E1FF778FA4D724281A3F7BCBC
SRR14000586,2021-03-19 05:04:19,2021-03-19 02:28:56,426906,238882931,426906,559,169,,https://sra-download.ncbi.nlm.nih.gov/traces/sra77/SRR/013672/SRR14000586,SRX10377948,SS-0041,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8492293,SAMN13999839,simple,1351,Enterococcus faecalis,SS-0041,,,,,,,no,,,,,NML,SRA1207938,,public,2664357546E926D4C99565FD13C8211B,9A2E22CE2E6C4BC234D98E487DED6A03
SRR14000610,2021-03-19 05:04:18,2021-03-19 02:30:03,764774,407352268,764774,532,246,,https://sra-download.ncbi.nlm.nih.gov/traces/sra17/SRR/013672/SRR14000610,SRX10377924,SS-0042,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8492269,SAMN13999792,simple,1351,Enterococcus faecalis,SS-0042,,,,,,,no,,,,,NML,SRA1207938,,public,A61940F7C49407F6B0F9E5160EEBD5B1,8B73B1CFE2E88C90942CB4078372A452
SRR14011027,2021-03-20 02:10:39,2021-03-20 01:29:03,339595,201278947,339595,592,128,,https://sra-download.ncbi.nlm.nih.gov/traces/sra48/SRR/013682/SRR14011027,SRX10387720,VRE-0009,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8510818,SAMN14000210,simple,1352,Enterococcus faecium,VRE-0009,,,,,,,no,,,,,NML,SRA1208290,,public,331ACCF78109C6377EF27AA8B2979567,6E0CE5A17348A92A3E49996969344A36
SRR14011021,2021-03-20 02:10:39,2021-03-20 01:27:53,269251,159567102,269251,592,103,,https://sra-download.ncbi.nlm.nih.gov/traces/sra3/SRR/013682/SRR14011021,SRX10387726,VRE-0010,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8510824,SAMN14000211,simple,1352,Enterococcus faecium,VRE-0010,,,,,,,no,,,,,NML,SRA1208290,,public,44923F9FC3DBC3901B7897569D206BAD,19F87A817E756FA881CB5DC9B92F606E
SRR14011014,2021-03-20 02:10:40,2021-03-20 01:28:50,643590,343228245,643590,533,209,,https://sra-download.ncbi.nlm.nih.gov/traces/sra78/SRR/013682/SRR14011014,SRX10387733,VRE-0013,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8510830,SAMN14000214,simple,1352,Enterococcus faecium,VRE-0013,,,,,,,no,,,,,NML,SRA1208290,,public,D81E842995A737D5FB4DE7920B51BFED,FF8D427F3AA6E178A8631A83A7EA209C
SRR14011022,2021-03-20 02:10:39,2021-03-20 01:30:01,712341,367600428,712341,516,233,,https://sra-download.ncbi.nlm.nih.gov/traces/sra63/SRR/013682/SRR14011022,SRX10387725,VRE-0014,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8510823,SAMN14000131,simple,1352,Enterococcus faecium,VRE-0014,,,,,,,no,,,,,NML,SRA1208290,,public,F1070848902DAACEF656922CBF16068E,08FA6B61E4D78D13EEFB2ED106B4F78D
SRR14011031,2021-03-20 02:10:39,2021-03-20 01:28:50,608531,321235418,608531,527,197,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/013682/SRR14011031,SRX10387716,VRE-0017,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8510814,SAMN14000134,simple,1352,Enterococcus faecium,VRE-0017,,,,,,,no,,,,,NML,SRA1208290,,public,F77CCCECD458312F3EBA2981D47AEE1F,5B69588262EDE5A696968AADF5A9D082
SRR14011038,2021-03-20 02:10:39,2021-03-20 01:28:44,685475,372727762,685475,543,226,,https://sra-download.ncbi.nlm.nih.gov/traces/sra45/SRR/013682/SRR14011038,SRX10387709,VRE-0021,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8510806,SAMN14000113,simple,1352,Enterococcus faecium,VRE-0021,,,,,,,no,,,,,NML,SRA1208290,,public,3BDA42BF7F582BCF4FCBCFE0A0B92618,1A1875239386286B9EDBF224FC8830CB
SRR14011016,2021-03-20 02:10:40,2021-03-20 01:30:17,849529,456277394,849529,537,278,,https://sra-download.ncbi.nlm.nih.gov/traces/sra67/SRR/013682/SRR14011016,SRX10387731,VRE-0025,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8510829,SAMN14000117,simple,1352,Enterococcus faecium,VRE-0025,,,,,,,no,,,,,NML,SRA1208290,,public,C677AFEB5E0FE43BA745BE575130BA08,A3EAD193008AA241BF648B50905ED40C
SRR14011041,2021-03-20 02:10:39,2021-03-20 01:29:06,757219,400557751,757219,528,245,,https://sra-download.ncbi.nlm.nih.gov/traces/sra50/SRR/013682/SRR14011041,SRX10387706,VRE-0026,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8510803,SAMN14000118,simple,1352,Enterococcus faecium,VRE-0026,,,,,,,no,,,,,NML,SRA1208290,,public,294F949AE30D3C235B5EAA73181CAB8E,9770FAC14C4413122BDAFA9CB4F0A5A1
SRR14011013,2021-03-20 02:10:40,2021-03-20 01:28:55,591025,317723249,591025,537,196,,https://sra-download.ncbi.nlm.nih.gov/traces/sra52/SRR/013682/SRR14011013,SRX10387734,VRE-0027,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8510832,SAMN14000119,simple,1352,Enterococcus faecium,VRE-0027,,,,,,,no,,,,,NML,SRA1208290,,public,BFA4E8CED04E600561EB3250C1441331,7EEF6520B3BFD31D1D52E5B4E327CE9B
SRR14011012,2021-03-20 02:10:40,2021-03-20 01:28:26,817515,430805708,817515,526,260,,https://sra-download.ncbi.nlm.nih.gov/traces/sra45/SRR/013682/SRR14011012,SRX10387735,VRE-0029,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8510833,SAMN14000121,simple,1352,Enterococcus faecium,VRE-0029,,,,,,,no,,,,,NML,SRA1208290,,public,AAFFE73F710BC50E1CABCABDF09CDB47,05936B6D33318496EECE3C0C490976B9
SRR14011034,2021-03-20 02:10:39,2021-03-20 01:28:59,660466,365633009,660466,553,260,,https://sra-download.ncbi.nlm.nih.gov/traces/sra51/SRR/013682/SRR14011034,SRX10387713,VRE-0031,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8510811,SAMN14000123,simple,1352,Enterococcus faecium,VRE-0031,,,,,,,no,,,,,NML,SRA1208290,,public,098AE92925BB41B259ACFC41FF03C307,E2E0CB23355C7556B9A45EC492EF10DC
SRR14011043,2021-03-20 02:10:39,2021-03-20 01:28:55,715990,378135246,715990,528,232,,https://sra-download.ncbi.nlm.nih.gov/traces/sra25/SRR/013682/SRR14011043,SRX10387704,VRE-0034,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8510802,SAMN14000126,simple,1352,Enterococcus faecium,VRE-0034,,,,,,,no,,,,,NML,SRA1208290,,public,515FF9B31D8C1FFBCBC8308A197DCDD7,EBDBC7852430E71779FCD4F6E0652B2F
SRR14011042,2021-03-20 02:10:39,2021-03-20 01:28:25,505345,271499116,505345,537,179,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/013682/SRR14011042,SRX10387705,VRE-0039,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8510804,SAMN14000109,simple,1352,Enterococcus faecium,VRE-0039,,,,,,,no,,,,,NML,SRA1208290,,public,05E017DE866E08FE3F6F5F6F2DE0ED49,9EFC2C22819AB83CE86AA698CFBB62DA
SRR14011028,2021-03-20 02:10:39,2021-03-20 01:28:26,613452,340762317,613452,555,223,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/013682/SRR14011028,SRX10387719,VRE-0054,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8510817,SAMN14000191,simple,1352,Enterococcus faecium,VRE-0054,,,,,,,no,,,,,NML,SRA1208290,,public,9312443A8CA1305FB78CD974A850B8A9,A1CBFEA44BD50053F400F30736238667
SRR14011036,2021-03-20 02:10:39,2021-03-20 01:28:49,745408,404881592,745408,543,267,,https://sra-download.ncbi.nlm.nih.gov/traces/sra37/SRR/013682/SRR14011036,SRX10387711,VRE-0063,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8510807,SAMN14000199,simple,1352,Enterococcus faecium,VRE-0063,,,,,,,no,,,,,NML,SRA1208290,,public,6E8E372D55D9BDB798F61EC291DEE2D1,F00B6917C8EA0F29B2BFC1C5E1019DAC
SRR14011044,2021-03-20 02:03:21,2021-03-20 01:29:05,939555,483945368,939555,515,314,,https://sra-download.ncbi.nlm.nih.gov/traces/sra4/SRR/013682/SRR14011044,SRX10387703,VRE-0064,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8510800,SAMN14000200,simple,1352,Enterococcus faecium,VRE-0064,,,,,,,no,,,,,NML,SRA1208290,,public,A7420A8C84BAF2AA9E7718F50F1D8B32,2E5C6E500D853A4A8D5CF5E8D9EA5558
SRR14011018,2021-03-20 02:10:39,2021-03-20 01:30:03,676469,373482623,676469,552,248,,https://sra-download.ncbi.nlm.nih.gov/traces/sra55/SRR/013682/SRR14011018,SRX10387729,VRE-0066,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8510827,SAMN14000202,simple,1352,Enterococcus faecium,VRE-0066,,,,,,,no,,,,,NML,SRA1208290,,public,F141F4F431E37B7A7C2FCF61CB2A0EC0,BB25EFB6DC4619A7C7BFA6E5EE128D45
SRR14011023,2021-03-20 02:10:39,2021-03-20 01:30:04,788242,390814179,788242,495,261,,https://sra-download.ncbi.nlm.nih.gov/traces/sra50/SRR/013682/SRR14011023,SRX10387724,VRE-0069,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8510821,SAMN14000205,simple,1352,Enterococcus faecium,VRE-0069,,,,,,,no,,,,,NML,SRA1208290,,public,DDDE669FCC27FB54DE786BD3C9B255D8,31C772669D9A7A265598252E469597DC
SRR14011037,2021-03-20 02:10:39,2021-03-20 01:28:59,807604,416773880,807604,516,281,,https://sra-download.ncbi.nlm.nih.gov/traces/sra4/SRR/013682/SRR14011037,SRX10387710,VRE-0073,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8510809,SAMN14000186,simple,1352,Enterococcus faecium,VRE-0073,,,,,,,no,,,,,NML,SRA1208290,,public,C5C61EAEC043D059344943742D618D22,36B0800FC560236F48702A4BC315029C
SRR14011011,2021-03-20 02:10:40,2021-03-20 01:28:00,744138,333196968,744138,447,183,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/013682/SRR14011011,SRX10387736,VRE-0075,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8510834,SAMN14000163,simple,1352,Enterococcus faecium,VRE-0075,,,,,,,no,,,,,NML,SRA1208290,,public,3A9D416EA6252ABE8C77AC2852E4008E,F9EB13A5CE571F4379CF0CC95E14AD34
SRR14011035,2021-03-20 02:10:39,2021-03-20 01:29:12,559607,289655335,559607,517,164,,https://sra-download.ncbi.nlm.nih.gov/traces/sra15/SRR/013682/SRR14011035,SRX10387712,VRE-0077,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8510810,SAMN14000161,simple,1352,Enterococcus faecium,VRE-0077,,,,,,,no,,,,,NML,SRA1208290,,public,DB4EEC1EE8ED3E54AEA46BC144F1B309,DE33D98D7A8C18D021CAC07CDDF14F8C
SRR14011026,2021-03-20 02:10:39,2021-03-20 01:28:29,623967,337712779,623967,541,196,,https://sra-download.ncbi.nlm.nih.gov/traces/sra49/SRR/013682/SRR14011026,SRX10387721,VRE-0085,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP306461,PRJNA604849,3,604849,SRS8510819,SAMN14000166,simple,1352,Enterococcus faecium,VRE-0085,,,,,,,no,,,,,NML,SRA1208290,,public,B291CF076AE118981078EE61991DC42D,770343B8D7C5B5EC38C1B305160E7743
